"series","episode","baker","last_name","signature_bake","technical","show_stopper","result","baker_age","baker_occupation","hometown"
4,9,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,9,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,9,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,9,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
4,10,"Kimberley","Wilson","Chicken and Pig Pie",1,"Languages of Love Wedding Cake","Runner-up",30,"Psychologist","London"
4,10,"Ruby","Tandoh","Picnic Basket Pie",2,"Raspberry, Lemon and Passion Fruit Wedding Cake","Runner-up",20,"History of Art and Philosophy Student","Southend, Essex"
4,10,"Frances","Quinn","Rainbow Picnic Pie",3,"Midsummer Night's Dream Wedding Cake","WINNER",31,"Children's Clothes Designer","Market Harborough, Leicestershire"
4,10,"Ali","Imdad",NA,NA,NA,NA,25,"Charity worker","Saltley, Birmingham"
4,10,"Beca","Lyne-Pirkis",NA,NA,NA,NA,31,"Military Wives' Choir Singer","Aldershot, Hampshire"
4,10,"Christine","Wallace",NA,NA,NA,NA,66,"Director of an engraving company","Didcot, Oxfordshire"
4,10,"Deborah","Manger",NA,NA,NA,NA,51,"Dentist","Peterborough"
4,10,"Glenn","Cosby",NA,NA,NA,NA,37,"English Teacher","Teignmouth, Devon"
4,10,"Howard","Middleton",NA,NA,NA,NA,51,"Council Worker","Sheffield"
4,10,"Lucy","Bellamy",NA,NA,NA,NA,38,"Horticulturist","Grimsby, Lincolnshire"
4,10,"Mark","Onley",NA,NA,NA,NA,37,"Carpenter and Kitchen Fitter","Milton Keynes"
4,10,"Robert","Smart",NA,NA,NA,NA,54,"Space Satellite Designer","Melbourn, Cambridgeshire"
4,10,"Toby","Waterworth",NA,NA,NA,NA,30,"Web Programmer","Reading, Berkshire"
5,1,"Chetna","Makan","Cardamom, Pistachio and Coffee Swiss Roll",3,"Tiered Victoria Sponges with Lemon Curd and Raspberry Cream","IN",35,"Fashion Designer","Broadstairs, Kent"
5,1,"Diana","Beard","Mum's Sunday Tea Lemon Curd Swiss Roll",5,"Chocolate Ganache Surprises","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,1,"Enwezor","Nzegwu","Raspberry and Lemon Swiss Roll",9,"Coffee and Walnut Battenberg Squares","IN",39,"Business Consultant","Portsmouth, Hampshire"
5,1,"Iain","Watters","Apricot and Basil Swiss Roll with Mascarpone and White Chocolate Cream",4,"Lemon Drizzle Cakes with Mascarpone Filling, Drizzled Icing, and Candied Lemon","IN",31,"Construction Engineer","London/Belfast"
5,1,"Jordan","Cox","Kawaii Frasier Swiss Roll",12,"Lemon Drizzle Cakes with Blueberry and Lemon Curd","IN",32,"IT Manager","Sneinton, Nottingham"
5,1,"Kate","Henry","Red Velvet and White Chocolate Swiss Roll",6,"Mini Tiered Victoria Sponges","IN",41,"Furniture Restorer","Brighton, East Sussex"
5,1,"Luis","Troyano","Spanish Swiss Roll",7,"Raspberry and Lemon Genoise Slices with Lemon Drizzles","IN",42,"Graphic Designer","Poynton, Cheshire"
5,1,"Martha","Collison","Tiramisu Swiss Roll",2,"Mini Lemon and Thyme Drizzle Cakes","IN",17,"Student","Ascot, Berkshire"
5,1,"Norman","Calder","Black Forest Swiss Roll",11,"Almond and Raspberry Mini Cakes","IN",66,"Retired Naval Officer","Portknockie, Moray"
5,1,"Richard","Burr","Pistachio and Strawberry Swiss Roll",10,"Miniature Coffee & Walnut Cakes","IN",38,"Builder","Mill Hill, London"
5,1,"Claire","Goodwin","Chocolatey Orangey Swirly Roll",8,"Mini Chocolate and Cherry Cakes","OUT",31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,1,"Nancy","Birtwhistle","Coffee and Hazelnut Swiss Roll",1,"Jaffa Orange Cakes","STAR BAKER",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,2,"Chetna","Makan","Fenugreek and Carom Crackers",8,"Day On The Beach","IN",35,"Fashion Designer","Broadstairs, Kent"
5,2,"Diana","Beard","Parmesan Triangles",7,"Express, First Class","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,2,"Iain","Watters","Za'atar and Fig Biscuits",11,"Wild West Scene","IN",31,"Construction Engineer","London/Belfast"
5,2,"Jordan","Cox","Sourdough, Parmesan and Chilli Biscuits",6,"Monster Attack","IN",32,"IT Manager","Sneinton, Nottingham"
5,2,"Kate","Henry","Parmesan and Apple Biscuits",4,"Tea Time","IN",41,"Furniture Restorer","Brighton, East Sussex"
5,2,"Luis","Troyano","Black Olive and Rosemary Biscuits with Caramelised Onion Glaze",3,"George Versus The Dragon","IN",42,"Graphic Designer","Poynton, Cheshire"
5,2,"Martha","Collison","Caramelised Onion and Goat's Cheese Sandwich Biscuits",5,"Ski Village Scene","IN",17,"Student","Ascot, Berkshire"
5,2,"Nancy","Birtwhistle","Fennel and Rye Thins",2,"Hansel and Gretel Scene","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,2,"Norman","Calder","Farthing Biscuits",10,"Zulu Boats at Dawn","IN",66,"Retired Naval Officer","Portknockie, Moray"
5,2,"Enwezor","Nzegwu","Pumpkin and Sunflower Savoury Biscuits",9,"Space Adventure Moon Scene","OUT",39,"Business Consultant","Portsmouth, Hampshire"
5,2,"Richard","Burr","Rosemary Seeded Crackers",1,"Pirates!","STAR BAKER",38,"Builder","Mill Hill, London"
5,2,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,3,"Chetna","Makan","Onion and Pine Nut Rolls",8,"Rolled and Filled Twin Loaf","IN",35,"Fashion Designer","Broadstairs, Kent"
5,3,"Diana","Beard","Rustic Picnic Rolls",7,"Sharing Savoury Pinwheel","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,3,"Iain","Watters","Cranberry and Walnut Rye Bread Rolls",9,"Moroccan Plaited with a Bessara Dip","IN",31,"Construction Engineer","London/Belfast"
5,3,"Kate","Henry","Orange and Cardamom Rye Bread Knots",1,"Prosciutto, Olive and Coriander Bread","IN",41,"Furniture Restorer","Brighton, East Sussex"
5,3,"Martha","Collison","Date and Walnut Rye Rolls",3,"Stuffed Sunflower Loaf","IN",17,"Student","Ascot, Berkshire"
5,3,"Nancy","Birtwhistle","Cider and Walnut Crusty Rolls",5,"'Full English' Stromboli","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,3,"Norman","Calder","Rye Bread Rolls",4,"Chicken and Roasted Vegetable Picnic Loaf","IN",66,"Retired Naval Officer","Portknockie, Moray"
5,3,"Richard","Burr","Rye and Cranberry Rolls",6,"Pesto Pinwheel","IN",38,"Builder","Mill Hill, London"
5,3,"Jordan","Cox","Rye and Spelt Bread Rolls",10,"Strawberry Raspberry Cheesecake Brioche","OUT",32,"IT Manager","Sneinton, Nottingham"
5,3,"Luis","Troyano","Opposites Attract Rolls",2,"Roscón de Reyes","STAR BAKER",42,"Graphic Designer","Poynton, Cheshire"
5,3,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,3,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,4,"Chetna","Makan","Rhubarb, Strawberry and Orange Puddings",3,"Mango, Raspberry and Coconut Baked Alaska","IN",35,"Fashion Designer","Broadstairs, Kent"
5,4,"Diana","Beard","Orange and Lemon Curd Pots",9,"Raspberry Ripple Alaska Swan","IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,4,"Kate","Henry","Chocolate and Salted Caramel Molten Puddings",7,"Pistachio, Raspberry and Chocolate Baked Alaska","IN",41,"Furniture Restorer","Brighton, East Sussex"
5,4,"Luis","Troyano","Pears in Puddings",2,"Bakewell Alaska","IN",42,"Graphic Designer","Poynton, Cheshire"
5,4,"Martha","Collison","Peanut Butter Chocolate Fondants",1,"Key Lime Baked Alaska","IN",17,"Student","Ascot, Berkshire"
5,4,"Nancy","Birtwhistle","Pistachio Puddings with Chocolate Sauce",4,"Summer Pudding Alaska","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,4,"Norman","Calder","Mini Sticky Toffee Puddings",8,"Baked Alaska with Strawberry Surprise","IN",66,"Retired Naval Officer","Portknockie, Moray"
5,4,"Iain","Watters","Chocolate, Lime and Raspberry Fondants",6,"Chocolate, Black Sesame Seed and Coffee Caramel Baked Alaska (not presented)","OUT",31,"Construction Engineer","London/Belfast"
5,4,"Richard","Burr","Black Forest Chocolate Fondants",5,"Tiramisu Baked Alaska","STAR BAKER",38,"Builder","Mill Hill, London"
5,4,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,4,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,4,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,5,"Chetna","Makan","Rice Custard Tart with Mangoes and Raspberries",2,"Fusion Tiered Pies","IN",35,"Fashion Designer","Broadstairs, Kent"
5,5,"Luis","Troyano","Tropical Manchester Tart",6,"Four Fruity Seasons Tower","IN",42,"Graphic Designer","Poynton, Cheshire"
5,5,"Martha","Collison","Pistachio, Apricot and Honey Custard Tart",1,"Three Little Pigs Pie","IN",17,"Student","Ascot, Berkshire"
5,5,"Nancy","Birtwhistle","Chocolate Crusted Passion Fruit Tart",4,"Trio of Apple Pies","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,5,"Richard","Burr","Fig and Orange Tart",7,"Three Course Autumn Pie Feast","IN",38,"Builder","Mill Hill, London"
5,5,"Norman","Calder","Tarte au Citron",5,"Pieful Tower","OUT",66,"Retired Naval Officer","Portknockie, Moray"
5,5,"Kate","Henry","Rhubarb and Custard Tart",3,"Rhubarb, Prune and Apple Pies","STAR BAKER",41,"Furniture Restorer","Brighton, East Sussex"
5,5,"Diana","Beard",NA,NA,NA,"WD",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,5,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,5,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,5,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,5,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,6,"Diana","Beard",NA,NA,NA,"IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,6,"Kate","Henry","Pecan, Chocolate and Sour Cherry Yeast Cake",6,"Trio of Dobos Tortes","IN",41,"Furniture Restorer","Brighton, East Sussex"
5,6,"Luis","Troyano","Apple and Cinnamon Kugelhopf with Honeyed Apples",3,"The Cage on the Rocky Hill","IN",42,"Graphic Designer","Poynton, Cheshire"
5,6,"Martha","Collison","Dark Chocolate and Almond Liqueur Savarin",4,"Chess-Themed Chocolate and Salted Caramel Dobos Torte","IN",17,"Student","Ascot, Berkshire"
5,6,"Nancy","Birtwhistle","Rum Punch Savarin with Coconut Cream and Tropical Fruits",1,"Chocolate and Caramel Dobos Torte","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,6,"Richard","Burr","Fruity Guglhupf with an Orange Glaze",5,"Sugar Forest Dobos Torte","IN",38,"Builder","Mill Hill, London"
5,6,"Chetna","Makan","Orange Savarin with Cinnamon Cream",2,"Almond Liqueur Dobos Torte with Chocolate Caramel Buttercream","STAR BAKER",35,"Fashion Designer","Broadstairs, Kent"
5,6,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,6,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,6,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,6,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,6,"Norman","Calder",NA,NA,NA,NA,66,"Retired Naval Officer","Portknockie, Moray"
5,7,"Chetna","Makan","Crispy Lentil Kachori",6,"Chocolate and Mango & Lemon Meringue Éclairs","IN",35,"Fashion Designer","Broadstairs, Kent"
5,7,"Diana","Beard",NA,NA,NA,"IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,7,"Luis","Troyano","Childhood Empanadas",5,"Stars and Stripes Éclairs
(Blueberry Cheesecake & Peanut Butter and Jelly Éclairs)","IN",42,"Graphic Designer","Poynton, Cheshire"
5,7,"Martha","Collison","Mini Beef Wellingtons",3,"Rhubarb and Custard & Maple Syrup and Bacon Éclairs","IN",17,"Student","Ascot, Berkshire"
5,7,"Nancy","Birtwhistle","Spicy Duck Pasties",2,"Smoked Salmon and Horseradish & Raspberry Ripple Éclairs","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,7,"Kate","Henry","Spinach and Paneer Spicy Samosa",4,"Neapolitan & Lemon Meringue Éclairs","OUT",41,"Furniture Restorer","Brighton, East Sussex"
5,7,"Richard","Burr","Minted Lamb Pasties",1,"Stair of Éclairs
(Lavender and Blueberry & Rose and Raspberry Éclairs)","STAR BAKER",38,"Builder","Mill Hill, London"
5,7,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,7,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,7,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,7,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,7,"Norman","Calder",NA,NA,NA,NA,66,"Retired Naval Officer","Portknockie, Moray"
5,8,"Chetna","Makan","Date and Walnut Swirl Bread",1,"Chocolate Mousse Filled DoughnutsBraided Doughnuts","IN",35,"Fashion Designer","Broadstairs, Kent"
5,8,"Diana","Beard",NA,NA,NA,"IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,8,"Luis","Troyano","Black Forest Cherry Tree",2,"Cocktail Doughnuts
(Mudslide & Raspberry Mojito)","IN",42,"Graphic Designer","Poynton, Cheshire"
5,8,"Nancy","Birtwhistle","Lincolnshire Plum Braid",3,"Doughnut Family Tree
(Limoncello and Almond & Milk Chocolate and Orange)","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,8,"Martha","Collison","Spiced Plum Iced Bread Swirl",5,"Glazed Lemon & Poppy Seed DoughnutsChocolate & Passion Fruit Doughnuts","OUT",17,"Student","Ascot, Berkshire"
5,8,"Richard","Burr","Fruit Swedish Tea Ring",4,"Rhubarb and Custard and Toffee Apple Doughnuts","STAR BAKER",38,"Builder","Mill Hill, London"
5,8,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,8,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,8,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,8,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,8,"Kate","Henry",NA,NA,NA,NA,41,"Furniture Restorer","Brighton, East Sussex"
5,8,"Norman","Calder",NA,NA,NA,NA,66,"Retired Naval Officer","Portknockie, Moray"
5,9,"Diana","Beard",NA,NA,NA,"IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,9,"Luis","Troyano","Indian Rose BaklavaHalwa Baklava Rolls",1,"Chocolate Mousse & Cherry EntremetsPomegranate, Fig & Pistachio Sponges","IN",42,"Graphic Designer","Poynton, Cheshire"
5,9,"Nancy","Birtwhistle","Coffee and Chocolate BaklavaBreakfast Baklava",3,"Raspberry NonnettesLime and Passion Fruit Entremets","IN",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,9,"Chetna","Makan","Chocolate Orange Baklava Masala Chai Baklava",4,"Chocolate, Orange & Nut EntremetsCappuccino Entremets","OUT",35,"Fashion Designer","Broadstairs, Kent"
5,9,"Richard","Burr","Rose and Pistachio BaklavaWalnut and Almond Baklava",2,"Hazelnut Mocha EntremetsPink Grapefruit Entremets","STAR BAKER",38,"Builder","Mill Hill, London"
5,9,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,9,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,9,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,9,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,9,"Kate","Henry",NA,NA,NA,NA,41,"Furniture Restorer","Brighton, East Sussex"
5,9,"Martha","Collison",NA,NA,NA,NA,17,"Student","Ascot, Berkshire"
5,9,"Norman","Calder",NA,NA,NA,NA,66,"Retired Naval Officer","Portknockie, Moray"
5,10,"Diana","Beard",NA,NA,NA,"IN",69,"Women's Institute (WI) Judge","Alkington, Shropshire"
5,10,"Luis","Troyano","Apple, Walnut, Raisin and Cheshire Cheese ChaussonsPain au Chocolat Blanc with Raspberries and Cream Cheese",2,"Village in Chocolate","Runner-up",42,"Graphic Designer","Poynton, Cheshire"
5,10,"Richard","Burr","Pear Pain au ChocolatPain Au Lait",3,"Mill on the Hill","Runner-up",38,"Builder","Mill Hill, London"
5,10,"Nancy","Birtwhistle","Apple and Lemon KitesRaspberry and Almond Croissants",1,"Red Windmill","WINNER",60,"Retired Practice Manager","Barton-upon-Humber, Lincolnshire"
5,10,"Chetna","Makan",NA,NA,NA,NA,35,"Fashion Designer","Broadstairs, Kent"
5,10,"Claire","Goodwin",NA,NA,NA,NA,31,"Speech Therapist","Ashton upon Mersey, Trafford"
5,10,"Enwezor","Nzegwu",NA,NA,NA,NA,39,"Business Consultant","Portsmouth, Hampshire"
5,10,"Iain","Watters",NA,NA,NA,NA,31,"Construction Engineer","London/Belfast"
5,10,"Jordan","Cox",NA,NA,NA,NA,32,"IT Manager","Sneinton, Nottingham"
5,10,"Kate","Henry",NA,NA,NA,NA,41,"Furniture Restorer","Brighton, East Sussex"
5,10,"Martha","Collison",NA,NA,NA,NA,17,"Student","Ascot, Berkshire"
5,10,"Norman","Calder",NA,NA,NA,NA,66,"Retired Naval Officer","Portknockie, Moray"
6,1,"Alvin","Magallanes","Orange Vanilla and Fig Madeira Cake",2,"Black Forest Gâteau","IN",37,"Nurse","Bracknell, Berkshire"
6,1,"Dorret","Conway","Madeira Cake with Candied Lemons",5,"Enchanted Forest Gâteau","IN",53,"Accountant","Penwortham, Lancashire"
6,1,"Flora","Shedden","Blood Orange Madeira Cake",6,"Black Forest Gâteau","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,1,"Ian","Cumming","Somewhere West of Madeira Cake",8,"Black Forest Cherry Tree","IN",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,1,"Mat","Riley","Gin and Tonic Madeira Cake",7,"Black Forest Gateau","IN",37,"Fire fighter","London"
6,1,"Nadiya","Hussain","Orange and Green Cardamom Madeira Cake",12,"Quadruple Chocolate Black Forest Gâteau","IN",30,"Full-time mother","Leeds / Luton"
6,1,"Paul","Jagger","Lemon, Ginger and Caraway Seed Madeira Cake",10,"Black Forest Chocolate Creation","IN",49,"Prison governor","Swansea, Wales"
6,1,"Sandy","Docherty","Madeira Cake with Almond Liqueur and Chopped Apricots",9,"Black Forest Gâteau","IN",49,"Child welfare officer","Yeadon, West Yorkshire"
6,1,"Tamal","Ray","Pistachio and Rose Madeira Cake",4,"Black Forest Gâteau in a Chocolate Shell","IN",29,"Trainee anaesthetist","Manchester"
6,1,"Ugnė","Bubnaityte","Lemon and Thyme Madeira Cake",1,"Falling Cup Gâteau","IN",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
6,1,"Stu","Henshall","Marley Madeira Cake",11,"Purple Forest Gâteau","OUT",35,"Professional musician","Guildford, Surrey"
6,1,"Marie","Campbell","Zingy Citrus Madeira Cake",3,"A Walk in the Black Forest","STAR BAKER",66,"Retired","Auchterarder, Perthshire"
6,2,"Alvin","Magallanes","Jackfruit, Pistachio and Macadamia Biscotti",6,"Gingerbread Box filled with Brandy Snaps","IN",37,"Nurse","Bracknell, Berkshire"
6,2,"Dorret","Conway","Almond and Apricot Biscotti with Amber Sugar Crystals",1,"Box of Frogs","IN",53,"Accountant","Penwortham, Lancashire"
6,2,"Flora","Shedden","Wedding Biscotti",2,"Honey and Earl Grey Tea Box","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,2,"Mat","Riley","Pistachio, Cranberry and White Chocolate Biscotti",5,"Gingerbread Fire Engine","IN",37,"Fire fighter","London"
6,2,"Nadiya","Hussain","Coconut, Fennel and Pistachio Biscotti",9,"Box of Fortunes","IN",30,"Full-time mother","Leeds / Luton"
6,2,"Paul","Jagger","Chocolate, Hazelnut and Fig Biscotti",10,"Memory Box","IN",49,"Prison governor","Swansea, Wales"
6,2,"Sandy","Docherty","Chocolate Chunk and Hazelnut Biscotti",4,"Sundried Tomato Cheese Biscuit Box","IN",49,"Child welfare officer","Yeadon, West Yorkshire"
6,2,"Tamal","Ray","Cinnamon, Maple and Cranberry Biscotti",8,"Chessboard Box","IN",29,"Trainee anaesthetist","Manchester"
6,2,"Ugnė","Bubnaityte","White Wine Biscotti",7,"Baby Climbing into the Cookie Box","IN",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
6,2,"Marie","Campbell","Biscotti Italiano",11,"Russian Box","OUT",66,"Retired","Auchterarder, Perthshire"
6,2,"Ian","Cumming","Orange, Rosemary and Almond Biscotti",3,"Sandwich de la Confiture","STAR BAKER",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,2,"Stu","Henshall",NA,NA,NA,NA,35,"Professional musician","Guildford, Surrey"
6,3,"Alvin","Magallanes","Prosciutto, Manchego and Balsamic Onion Soda Breads",4,"Cornucopia","IN",37,"Nurse","Bracknell, Berkshire"
6,3,"Flora","Shedden","Fig and Hazelnut Rye Breads",2,"Herb Couture","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,3,"Mat","Riley","Jalapeño, Mexican Cheddar and Smoked Salt Soda Breads",8,"Curry Inspired Brighton Pavilion","IN",37,"Fire fighter","London"
6,3,"Nadiya","Hussain","Mexican Bread with Warm Tomato Salsa",9,"Snake Charmer's Basket","IN",30,"Full-time mother","Leeds / Luton"
6,3,"Paul","Jagger","Cranberry and Orange Sweet Soda Breads",10,"King of the Jungle","IN",49,"Prison governor","Swansea, Wales"
6,3,"Sandy","Docherty","Soda Breads with Smoked Bacon and Onion",7,"Basket of Bread Flowers with a Walnut and Blue Cheese Centre","IN",49,"Child welfare officer","Yeadon, West Yorkshire"
6,3,"Tamal","Ray","Fig, Cheese and Walnut Breads",3,"Breadcycle","IN",29,"Trainee anaesthetist","Manchester"
6,3,"Ugnė","Bubnaityte","Chocolate Quick Breads with Salted Caramel Sauce",5,"Easter Basket","IN",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
6,3,"Dorret","Conway","Walnut and Stilton Soda Breads",6,"Unmade Bread","OUT",53,"Accountant","Penwortham, Lancashire"
6,3,"Ian","Cumming","Wild Garlic Pesto Soda Breads",1,"Flour Power","STAR BAKER",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,3,"Marie","Campbell",NA,NA,NA,NA,66,"Retired","Auchterarder, Perthshire"
6,3,"Stu","Henshall",NA,NA,NA,NA,35,"Professional musician","Guildford, Surrey"
6,4,"Alvin","Magallanes","Blackberry Crème Brûlées",9,"Tower of Fruits Cheesecakes","IN",37,"Nurse","Bracknell, Berkshire"
6,4,"Flora","Shedden","Rhubarb and Ginger Crème Brûlées",3,"Elderflower and Granola Cheesecakes","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,4,"Mat","Riley","Coconut Crème Brûlées",7,"Chocolate Bar Cheesecakes","IN",37,"Fire fighter","London"
6,4,"Nadiya","Hussain","Cinnamon Tea Crème Brûlées",8,"Fizzy Pop Cheesecakes","IN",30,"Full-time mother","Leeds / Luton"
6,4,"Paul","Jagger","Almond Crème Brûlées",1,"Berry Cheesecake Tower","IN",49,"Prison governor","Swansea, Wales"
6,4,"Tamal","Ray","Rhubarb and Ginger Crème Brûlées",5,"Mango, Hazelnut and Rosemary Cheesecake Trio","IN",29,"Trainee anaesthetist","Manchester"
6,4,"Ugnė","Bubnaityte","Marula Fruit and Coffee Liqueur Crème Brûlées",2,"Lime, Coconut and Hazelnut Cheesecakes","IN",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
6,4,"Sandy","Docherty","Pontefract Crème Brûlées",6,"Cassata, Whisky and Orange & Apple Pie Cheesecakes","OUT",49,"Child welfare officer","Yeadon, West Yorkshire"
6,4,"Ian","Cumming","Pomegranate Two Ways Crème Brûlées",4,"Trio of Spicy and Herby Baked Cheesecakes","STAR BAKER",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,4,"Dorret","Conway",NA,NA,NA,NA,53,"Accountant","Penwortham, Lancashire"
6,4,"Marie","Campbell",NA,NA,NA,NA,66,"Retired","Auchterarder, Perthshire"
6,4,"Stu","Henshall",NA,NA,NA,NA,35,"Professional musician","Guildford, Surrey"
6,5,"Alvin","Magallanes","Pineapple Upside Down Cake",8,"Buko Pandan, Mango and Passion Fruit Ice Cream Roll","IN",37,"Nurse","Bracknell, Berkshire"
6,5,"Flora","Shedden","Pistachio, Apple and Cardamom Madeleine Cake",3,"Chocolate and Pear Bûche","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,5,"Ian","Cumming","Honey and Flowers Cake",5,"Dessert Island","IN",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,5,"Mat","Riley","Sugar Free Carrot Cake",4,"Raspberry and Coconut Ice Cream Roll","IN",37,"Fire fighter","London"
6,5,"Paul","Jagger","Carrot & Pecan Cake",2,"Dessert Island Getaway","IN",49,"Prison governor","Swansea, Wales"
6,5,"Tamal","Ray","Honey and Grapefruit Polenta Cake",7,"Passion Fruit and Pineapple Ice Cream Roll","IN",29,"Trainee anaesthetist","Manchester"
6,5,"Ugnė","Bubnaityte","Chocolate and Hazelnut Sugar-Free Cake",6,"Chocolate, Peanut Butter and Grape Jam Roll","OUT",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania"
6,5,"Nadiya","Hussain","Naked Blueberry and Caraway Crunch Cake",1,"Chocolate and Strawberry Lime Ice Cream Roll","STAR BAKER",30,"Full-time mother","Leeds / Luton"
6,5,"Dorret","Conway",NA,NA,NA,NA,53,"Accountant","Penwortham, Lancashire"
6,5,"Marie","Campbell",NA,NA,NA,NA,66,"Retired","Auchterarder, Perthshire"
6,5,"Sandy","Docherty",NA,NA,NA,NA,49,"Child welfare officer","Yeadon, West Yorkshire"
6,5,"Stu","Henshall",NA,NA,NA,NA,35,"Professional musician","Guildford, Surrey"
6,6,"Flora","Shedden","Apricot and Rosemary Frangipane Tart",2,"Asparagus and Parma Ham and Praline and Chocolate Vol-au-vents","IN",19,"Art gallery assistant","Dunkeld, Perth and Kinross"
6,6,"Ian","Cumming","Pear and Raspberry Frangipane Tart",3,"vol-au-vents Terre et Mer","IN",41,"Travel photographer","Great Wilbraham, Cambridgeshire"
6,6,"Nadiya","Hussain","Bay Leaf, Rong Tea and Pear Tart",4,"Bengali Korma and Clementine with Cod Vol-au-vents","IN",30,"Full-time mother","Leeds / Luton"
